GPSTrack
013950009319543 - 13.575881,100.767338 - time13/09/2015 0:00:07
013950009320152 - 13.575776,100.767056 - time13/09/2015 19:34:05
013950009319790 - 13.575798,100.767256 - time13/09/2015 19:34:06
013950009319543 - 13.575621,100.767470 - time13/09/2015 19:34:08
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:34:12
013950009319972 - 13.575741,100.767113 - time13/09/2015 19:34:14
013950009324832 - 13.714253,100.750508 - time13/09/2015 19:34:13
013950009323768 - 13.575796,100.766995 - time13/09/2015 19:34:15
013950009320426 - 13.575880,100.767176 - time13/09/2015 19:34:15
013950009319451 - 13.575526,100.767130 - time13/09/2015 19:34:17
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:34:18
013950009320285 - 13.575505,100.766863 - time13/09/2015 19:34:19
013950009329336 - 13.733161,100.573358 - time13/09/2015 19:34:20
013950009324535 - 13.575796,100.767331 - time13/09/2015 19:34:20
013950009320509 - 13.575681,100.767426 - time13/09/2015 19:34:21
013950009309742 - 13.575753,100.767285 - time13/09/2015 19:34:22
013950009310849 - 13.575556,100.766998 - time13/09/2015 19:34:26
013950009315384 - 13.575748,100.767405 - time13/09/2015 19:34:28
013950009320004 - 13.575673,100.767316 - time13/09/2015 19:34:30
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:34:31
013950009313595 - 13.717496,100.584523 - time13/09/2015 19:34:33
013950009314809 - 13.575675,100.767315 - time13/09/2015 19:34:33
013950009312506 - 13.575693,100.767620 - time13/09/2015 19:34:34
013950009320152 - 13.575758,100.767048 - time13/09/2015 19:34:35
013950009319790 - 13.575776,100.767246 - time13/09/2015 19:34:36
013950009319543 - 13.575543,100.767401 - time13/09/2015 19:34:38
013950009324832 - 13.716053,100.746610 - time13/09/2015 19:34:39
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:34:43
013950009324832 - 13.716745,100.746473 - time13/09/2015 19:34:43
013950009319972 - 13.575768,100.767133 - time13/09/2015 19:34:44
013950009323768 - 13.575788,100.766996 - time13/09/2015 19:34:45
013950009320426 - 13.575876,100.767178 - time13/09/2015 19:34:45
013950009319451 - 13.575526,100.767110 - time13/09/2015 19:34:47
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:34:48
013950009320285 - 13.575516,100.766880 - time13/09/2015 19:34:49
013950009329336 - 13.733110,100.573406 - time13/09/2015 19:34:50
013950009324535 - 13.575761,100.767361 - time13/09/2015 19:34:50
013950009320509 - 13.575598,100.767266 - time13/09/2015 19:34:51
013950009309742 - 13.575743,100.767270 - time13/09/2015 19:34:52
013950009310849 - 13.575541,100.766956 - time13/09/2015 19:34:56
013950009315384 - 13.575748,100.767400 - time13/09/2015 19:34:58
013950009320004 - 13.575685,100.767341 - time13/09/2015 19:35:00
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:35:01
013950009313595 - 13.717503,100.584508 - time13/09/2015 19:35:03
013950009314809 - 13.575656,100.767320 - time13/09/2015 19:35:03
013950009312506 - 13.575685,100.767605 - time13/09/2015 19:35:04
013950009320152 - 13.575750,100.767045 - time13/09/2015 19:35:05
013950009319790 - 13.575765,100.767245 - time13/09/2015 19:35:06
013950009319543 - 13.575600,100.767478 - time13/09/2015 19:35:08
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:35:13
013950009324832 - 13.722970,100.746361 - time13/09/2015 19:35:13
013950009319972 - 13.575806,100.767150 - time13/09/2015 19:35:14
013950009323768 - 13.575773,100.767006 - time13/09/2015 19:35:15
013950009320426 - 13.575831,100.767158 - time13/09/2015 19:35:15
013950009319451 - 13.575533,100.767136 - time13/09/2015 19:35:17
013950009320285 - 13.575518,100.766895 - time13/09/2015 19:35:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:35:18
013950009329336 - 13.733156,100.573303 - time13/09/2015 19:35:20
013950009324535 - 13.575753,100.767355 - time13/09/2015 19:35:20
013950009320509 - 13.575583,100.767248 - time13/09/2015 19:35:21
013950009309742 - 13.575743,100.767273 - time13/09/2015 19:35:22
013950009310849 - 13.575523,100.766950 - time13/09/2015 19:35:26
013950009315384 - 13.575735,100.767398 - time13/09/2015 19:35:28
013950009320004 - 13.575710,100.767365 - time13/09/2015 19:35:30
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:35:31
013950009313595 - 13.717511,100.584498 - time13/09/2015 19:35:33
013950009314809 - 13.575643,100.767293 - time13/09/2015 19:35:33
013950009312506 - 13.575611,100.767658 - time13/09/2015 19:35:34
013950009320152 - 13.575745,100.767050 - time13/09/2015 19:35:35
013950009319790 - 13.575771,100.767246 - time13/09/2015 19:35:36
013950009319543 - 13.575668,100.767553 - time13/09/2015 19:35:38
013950009324832 - 13.728565,100.746218 - time13/09/2015 19:35:43
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:35:43
013950009319972 - 13.575818,100.767145 - time13/09/2015 19:35:44
013950009323768 - 13.575778,100.767008 - time13/09/2015 19:35:45
013950009320426 - 13.575816,100.767148 - time13/09/2015 19:35:45
013950009324832 - 13.728838,100.745970 - time13/09/2015 19:35:46
013950009319451 - 13.575621,100.767181 - time13/09/2015 19:35:47
013950009320285 - 13.575513,100.766915 - time13/09/2015 19:35:48
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:35:48
013950009324535 - 13.575743,100.767346 - time13/09/2015 19:35:50
013950009324832 - 13.728971,100.745463 - time13/09/2015 19:35:50
013950009329336 - 13.733221,100.573231 - time13/09/2015 19:35:50
013950009320509 - 13.575620,100.767286 - time13/09/2015 19:35:51
013950009309742 - 13.575763,100.767285 - time13/09/2015 19:35:52
013950009310849 - 13.575521,100.766981 - time13/09/2015 19:35:56
013950009315384 - 13.575726,100.767393 - time13/09/2015 19:35:58
013950009320004 - 13.575641,100.767335 - time13/09/2015 19:36:00
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:36:02
013950009313595 - 13.717508,100.584505 - time13/09/2015 19:36:03
013950009314809 - 13.575631,100.767298 - time13/09/2015 19:36:03
013950009312506 - 13.575503,100.767671 - time13/09/2015 19:36:04
013950009320152 - 13.575738,100.767053 - time13/09/2015 19:36:05
013950009319790 - 13.575768,100.767248 - time13/09/2015 19:36:06
013950009319543 - 13.575750,100.767638 - time13/09/2015 19:36:08
013950009324832 - 13.729210,100.741121 - time13/09/2015 19:36:14
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:36:13
013950009319972 - 13.575798,100.767146 - time13/09/2015 19:36:14
013950009323768 - 13.575773,100.767003 - time13/09/2015 19:36:15
013950009320426 - 13.576026,100.767208 - time13/09/2015 19:36:15
013950009319451 - 13.575631,100.767221 - time13/09/2015 19:36:17
013950009320285 - 13.575513,100.766900 - time13/09/2015 19:36:18
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:36:18
013950009324535 - 13.575655,100.767298 - time13/09/2015 19:36:20
013950009329336 - 13.733321,100.573143 - time13/09/2015 19:36:20
013950009320509 - 13.575751,100.767346 - time13/09/2015 19:36:21
013950009309742 - 13.575780,100.767286 - time13/09/2015 19:36:22
013950009310849 - 13.575520,100.767005 - time13/09/2015 19:36:26
013950009315384 - 13.575710,100.767380 - time13/09/2015 19:36:28
013950009320004 - 13.575561,100.767283 - time13/09/2015 19:36:30
013950009314809 - 13.575645,100.767311 - time13/09/2015 19:36:33
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:36:32
013950009313595 - 13.717521,100.584491 - time13/09/2015 19:36:33
013950009312506 - 13.575345,100.767546 - time13/09/2015 19:36:34
013950009320152 - 13.575748,100.767051 - time13/09/2015 19:36:35
013950009319790 - 13.575761,100.767255 - time13/09/2015 19:36:36
013950009319543 - 13.575715,100.767661 - time13/09/2015 19:36:38
013950009324832 - 13.729190,100.734941 - time13/09/2015 19:36:44
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:36:44
013950009319972 - 13.575810,100.767155 - time13/09/2015 19:36:44
013950009323768 - 13.575793,100.767000 - time13/09/2015 19:36:45
013950009320426 - 13.575966,100.767195 - time13/09/2015 19:36:45
013950009319451 - 13.575628,100.767196 - time13/09/2015 19:36:47
013950009320285 - 13.575518,100.766900 - time13/09/2015 19:36:48
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:36:49
013950009324535 - 13.575681,100.767286 - time13/09/2015 19:36:50
013950009329336 - 13.733371,100.573118 - time13/09/2015 19:36:50
013950009309742 - 13.575788,100.767293 - time13/09/2015 19:36:52
013950009320509 - 13.575768,100.767425 - time13/09/2015 19:36:51
013950009310849 - 13.575543,100.766981 - time13/09/2015 19:36:56
013950009315384 - 13.575718,100.767381 - time13/09/2015 19:36:58
013950009320004 - 13.575580,100.767285 - time13/09/2015 19:37:00
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:37:02
013950009314809 - 13.575658,100.767313 - time13/09/2015 19:37:03
013950009313595 - 13.717523,100.584491 - time13/09/2015 19:37:03
013950009312506 - 13.575370,100.767541 - time13/09/2015 19:37:03
013950009320152 - 13.575748,100.767056 - time13/09/2015 19:37:05
013950009319790 - 13.575760,100.767258 - time13/09/2015 19:37:06
013950009319543 - 13.575680,100.767660 - time13/09/2015 19:37:08
013950009324832 - 13.729651,100.729271 - time13/09/2015 19:37:14
013950009319972 - 13.575795,100.767146 - time13/09/2015 19:37:14
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:37:14
013950009323768 - 13.575803,100.766975 - time13/09/2015 19:37:15
013950009320426 - 13.575940,100.767188 - time13/09/2015 19:37:15
013950009319451 - 13.575615,100.767181 - time13/09/2015 19:37:17
013950009320285 - 13.575508,100.766871 - time13/09/2015 19:37:18
013950009324535 - 13.575640,100.767270 - time13/09/2015 19:37:20
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:37:19
013950009329336 - 13.733360,100.573148 - time13/09/2015 19:37:20
013950009320509 - 13.575761,100.767493 - time13/09/2015 19:37:21
013950009309742 - 13.575785,100.767306 - time13/09/2015 19:37:22
013950009310849 - 13.575548,100.766961 - time13/09/2015 19:37:26
013950009315384 - 13.575726,100.767365 - time13/09/2015 19:37:28
013950009320004 - 13.575581,100.767276 - time13/09/2015 19:37:30
013950009314809 - 13.575691,100.767313 - time13/09/2015 19:37:33
013950009313595 - 13.717540,100.584473 - time13/09/2015 19:37:33
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:37:33
013950009312506 - 13.575456,100.767595 - time13/09/2015 19:37:33
013950009320152 - 13.575741,100.767061 - time13/09/2015 19:37:35
013950009319790 - 13.575763,100.767263 - time13/09/2015 19:37:35
013950009319543 - 13.575640,100.767588 - time13/09/2015 19:37:38
013950009324832 - 13.730271,100.723430 - time13/09/2015 19:37:44
013950009319972 - 13.575793,100.767131 - time13/09/2015 19:37:44
013950009323768 - 13.575796,100.766991 - time13/09/2015 19:37:45
013950009320426 - 13.575898,100.767205 - time13/09/2015 19:37:45
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:37:44
013950009319451 - 13.575635,100.767170 - time13/09/2015 19:37:46
013950009320285 - 13.575520,100.766850 - time13/09/2015 19:37:48
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:37:49
013950009324535 - 13.575675,100.767285 - time13/09/2015 19:37:50
013950009329336 - 13.733386,100.573138 - time13/09/2015 19:37:50
013950009320509 - 13.575730,100.767425 - time13/09/2015 19:37:51
013950009309742 - 13.575766,100.767315 - time13/09/2015 19:37:52
013950009310849 - 13.575525,100.767030 - time13/09/2015 19:37:56
013950009315384 - 13.575733,100.767360 - time13/09/2015 19:37:58
013950009320004 - 13.575498,100.767290 - time13/09/2015 19:38:00
013950009314809 - 13.575708,100.767326 - time13/09/2015 19:38:03
013950009313595 - 13.717550,100.584460 - time13/09/2015 19:38:03
013950009312506 - 13.575481,100.767580 - time13/09/2015 19:38:03
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:38:03
013950009320152 - 13.575753,100.767070 - time13/09/2015 19:38:05
013950009319790 - 13.575758,100.767265 - time13/09/2015 19:38:05
013950009319543 - 13.575648,100.767601 - time13/09/2015 19:38:08
013950009319972 - 13.575786,100.767126 - time13/09/2015 19:38:14
013950009323768 - 13.575788,100.766995 - time13/09/2015 19:38:15
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:38:14
013950009320426 - 13.575888,100.767216 - time13/09/2015 19:38:15
013950009319451 - 13.575630,100.767180 - time13/09/2015 19:38:16
013950009320285 - 13.575525,100.766873 - time13/09/2015 19:38:18
013950009324535 - 13.575688,100.767316 - time13/09/2015 19:38:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:38:19
013950009329336 - 13.733383,100.573145 - time13/09/2015 19:38:20
013950009320509 - 13.575765,100.767348 - time13/09/2015 19:38:21
013950009324832 - 13.730913,100.717586 - time13/09/2015 19:38:14
013950009309742 - 13.575776,100.767303 - time13/09/2015 19:38:22
013950009310849 - 13.575518,100.767030 - time13/09/2015 19:38:26
013950009315384 - 13.575735,100.767368 - time13/09/2015 19:38:29
013950009320004 - 13.575513,100.767255 - time13/09/2015 19:38:30
013950009314809 - 13.575723,100.767321 - time13/09/2015 19:38:33
013950009313595 - 13.717513,100.584483 - time13/09/2015 19:38:33
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:38:33
013950009312506 - 13.575583,100.767678 - time13/09/2015 19:38:33
013950009320152 - 13.575775,100.767088 - time13/09/2015 19:38:34
013950009319790 - 13.575761,100.767261 - time13/09/2015 19:38:35
013950009319543 - 13.575758,100.767595 - time13/09/2015 19:38:38
013950009324832 - 13.731470,100.711286 - time13/09/2015 19:38:44
013950009319972 - 13.575780,100.767120 - time13/09/2015 19:38:44
013950009320426 - 13.575878,100.767206 - time13/09/2015 19:38:45
013950009323768 - 13.575815,100.767003 - time13/09/2015 19:38:45
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:38:45
013950009319451 - 13.575645,100.767193 - time13/09/2015 19:38:46
013950009320285 - 13.575525,100.766898 - time13/09/2015 19:38:48
013950009324535 - 13.575613,100.767308 - time13/09/2015 19:38:49
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:38:49
013950009329336 - 13.733351,100.573148 - time13/09/2015 19:38:50
013950009320509 - 13.575710,100.767363 - time13/09/2015 19:38:51
013950009309742 - 13.575773,100.767300 - time13/09/2015 19:38:52
013950009310849 - 13.575503,100.767031 - time13/09/2015 19:38:55
013950009315384 - 13.575731,100.767360 - time13/09/2015 19:38:59
013950009320004 - 13.575671,100.767476 - time13/09/2015 19:39:00
013950009314809 - 13.575723,100.767311 - time13/09/2015 19:39:03
013950009312506 - 13.575583,100.767705 - time13/09/2015 19:39:03
013950009313595 - 13.717510,100.584490 - time13/09/2015 19:39:03
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:39:03
013950009320152 - 13.575781,100.767096 - time13/09/2015 19:39:04
013950009319790 - 13.575758,100.767261 - time13/09/2015 19:39:05
013950009319543 - 13.575748,100.767633 - time13/09/2015 19:39:08
013950009324832 - 13.731696,100.705250 - time13/09/2015 19:39:14
013950009319972 - 13.575763,100.767118 - time13/09/2015 19:39:14
013950009320426 - 13.575770,100.767196 - time13/09/2015 19:39:15
013950009323768 - 13.575798,100.767005 - time13/09/2015 19:39:15
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:39:15
013950009319451 - 13.575621,100.767220 - time13/09/2015 19:39:16
013950009320285 - 13.575530,100.766898 - time13/09/2015 19:39:18
013950009324535 - 13.575638,100.767318 - time13/09/2015 19:39:19
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:39:19
013950009329336 - 13.733281,100.573175 - time13/09/2015 19:39:20
013950009320509 - 13.575663,100.767391 - time13/09/2015 19:39:21
013950009309742 - 13.575763,100.767303 - time13/09/2015 19:39:22
013950009310849 - 13.575480,100.767050 - time13/09/2015 19:39:25
013950009324832 - 13.731701,100.703380 - time13/09/2015 19:39:26
013950009324832 - 13.731435,100.703175 - time13/09/2015 19:39:29
013950009315384 - 13.575738,100.767363 - time13/09/2015 19:39:29
013950009320004 - 13.575645,100.767425 - time13/09/2015 19:39:30
013950009314809 - 13.575718,100.767300 - time13/09/2015 19:39:33
013950009313595 - 13.717521,100.584473 - time13/09/2015 19:39:33
013950009312506 - 13.575588,100.767723 - time13/09/2015 19:39:33
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:39:34
013950009319790 - 13.575746,100.767268 - time13/09/2015 19:39:35
013950009320152 - 13.575783,100.767106 - time13/09/2015 19:39:34
013950009319543 - 13.575726,100.767673 - time13/09/2015 19:39:38
013950009319972 - 13.575756,100.767126 - time13/09/2015 19:39:44
013950009320426 - 13.575681,100.767168 - time13/09/2015 19:39:45
013950009323768 - 13.575795,100.766996 - time13/09/2015 19:39:45
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:39:45
013950009319451 - 13.575626,100.767170 - time13/09/2015 19:39:46
013950009324832 - 13.729086,100.702753 - time13/09/2015 19:39:44
013950009320285 - 13.575533,100.766903 - time13/09/2015 19:39:48
013950009324535 - 13.575496,100.767321 - time13/09/2015 19:39:49
013950009329336 - 13.733286,100.573186 - time13/09/2015 19:39:50
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:39:49
013950009320509 - 13.575631,100.767383 - time13/09/2015 19:39:51
013950009309742 - 13.575758,100.767300 - time13/09/2015 19:39:52
013950009310849 - 13.575480,100.767046 - time13/09/2015 19:39:55
013950009315384 - 13.575741,100.767368 - time13/09/2015 19:39:59
013950009320004 - 13.575591,100.767321 - time13/09/2015 19:40:00
013950009312506 - 13.575546,100.767641 - time13/09/2015 19:40:03
013950009314809 - 13.575710,100.767300 - time13/09/2015 19:40:03
013950009313595 - 13.717566,100.584475 - time13/09/2015 19:40:04
013950009320152 - 13.575780,100.767083 - time13/09/2015 19:40:04
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:40:04
013950009319790 - 13.575748,100.767265 - time13/09/2015 19:40:05
013950009319543 - 13.575646,100.767536 - time13/09/2015 19:40:08
013950009324832 - 13.722715,100.701130 - time13/09/2015 19:40:14
013950009319972 - 13.575768,100.767130 - time13/09/2015 19:40:14
013950009320426 - 13.575655,100.767141 - time13/09/2015 19:40:14
013950009323768 - 13.575810,100.766988 - time13/09/2015 19:40:15
013950009319451 - 13.575600,100.767135 - time13/09/2015 19:40:16
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:40:16
013950009320285 - 13.575528,100.766905 - time13/09/2015 19:40:18
013950009324535 - 13.575458,100.767333 - time13/09/2015 19:40:19
013950009329336 - 13.733315,100.573200 - time13/09/2015 19:40:20
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:40:20
013950009320509 - 13.575605,100.767365 - time13/09/2015 19:40:21
013950009309742 - 13.575751,100.767291 - time13/09/2015 19:40:22
013950009310849 - 13.575495,100.767016 - time13/09/2015 19:40:25
013950009315384 - 13.575745,100.767371 - time13/09/2015 19:40:29
013950009320004 - 13.575620,100.767343 - time13/09/2015 19:40:30
013950009312506 - 13.575536,100.767603 - time13/09/2015 19:40:33
013950009314809 - 13.575701,100.767301 - time13/09/2015 19:40:33
013950009313595 - 13.717578,100.584456 - time13/09/2015 19:40:34
013950009320152 - 13.575778,100.767081 - time13/09/2015 19:40:34
013950009319790 - 13.575730,100.767255 - time13/09/2015 19:40:35
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:40:34
013950009319543 - 13.575671,100.767475 - time13/09/2015 19:40:38
013950009319972 - 13.575788,100.767138 - time13/09/2015 19:40:43
013950009323768 - 13.575795,100.767011 - time13/09/2015 19:40:45
013950009320426 - 13.575703,100.767131 - time13/09/2015 19:40:44
013950009319451 - 13.575556,100.767091 - time13/09/2015 19:40:46
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:40:46
013950009324832 - 13.716285,100.700540 - time13/09/2015 19:40:44
013950009320285 - 13.575518,100.766926 - time13/09/2015 19:40:48
013950009324535 - 13.575495,100.767331 - time13/09/2015 19:40:49
013950009329336 - 13.733313,100.573166 - time13/09/2015 19:40:50
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:40:50
013950009320509 - 13.575598,100.767333 - time13/09/2015 19:40:51
013950009309742 - 13.575756,100.767285 - time13/09/2015 19:40:51
013950009310849 - 13.575521,100.766975 - time13/09/2015 19:40:55
013950009315384 - 13.575725,100.767380 - time13/09/2015 19:40:59
013950009320004 - 13.575575,100.767351 - time13/09/2015 19:41:00
013950009312506 - 13.575473,100.767588 - time13/09/2015 19:41:03
013950009314809 - 13.575700,100.767311 - time13/09/2015 19:41:03
013950009313595 - 13.717583,100.584446 - time13/09/2015 19:41:04
013950009320152 - 13.575770,100.767070 - time13/09/2015 19:41:04
013950009319790 - 13.575721,100.767268 - time13/09/2015 19:41:05
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:41:04
013950009319543 - 13.575710,100.767468 - time13/09/2015 19:41:08
013950009319972 - 13.575803,100.767146 - time13/09/2015 19:41:13
013950009324832 - 13.709976,100.700118 - time13/09/2015 19:41:14
013950009320426 - 13.575750,100.767130 - time13/09/2015 19:41:14
013950009323768 - 13.575780,100.767040 - time13/09/2015 19:41:15
013950009319451 - 13.575556,100.767046 - time13/09/2015 19:41:16
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:41:16
013950009320285 - 13.575510,100.766945 - time13/09/2015 19:41:18
013950009324535 - 13.575601,100.767325 - time13/09/2015 19:41:19
013950009329336 - 13.733345,100.573123 - time13/09/2015 19:41:20
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:41:20
013950009320509 - 13.575703,100.767371 - time13/09/2015 19:41:21
013950009309742 - 13.575766,100.767273 - time13/09/2015 19:41:21
013950009310849 - 13.575536,100.766948 - time13/09/2015 19:41:25
013950009315384 - 13.575728,100.767381 - time13/09/2015 19:41:29
013950009320004 - 13.575483,100.767331 - time13/09/2015 19:41:30
013950009312506 - 13.575485,100.767563 - time13/09/2015 19:41:32
013950009314809 - 13.575705,100.767320 - time13/09/2015 19:41:33
013950009320152 - 13.575755,100.767063 - time13/09/2015 19:41:34
013950009313595 - 13.717565,100.584450 - time13/09/2015 19:41:34
013950009319790 - 13.575735,100.767273 - time13/09/2015 19:41:34
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:41:35
013950009319543 - 13.575668,100.767465 - time13/09/2015 19:41:38
013950009319972 - 13.575796,100.767141 - time13/09/2015 19:41:43
013950009324832 - 13.702816,100.699820 - time13/09/2015 19:41:44
013950009320426 - 13.575745,100.767150 - time13/09/2015 19:41:44
013950009323768 - 13.575766,100.767056 - time13/09/2015 19:41:45
013950009319451 - 13.575603,100.767026 - time13/09/2015 19:41:46
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:41:46
013950009320285 - 13.575511,100.766970 - time13/09/2015 19:41:48
013950009324535 - 13.575538,100.767328 - time13/09/2015 19:41:49
013950009329336 - 13.733350,100.573110 - time13/09/2015 19:41:50
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:41:50
013950009320509 - 13.575753,100.767333 - time13/09/2015 19:41:51
013950009309742 - 13.575778,100.767261 - time13/09/2015 19:41:51
013950009310849 - 13.575540,100.766933 - time13/09/2015 19:41:55
013950009315384 - 13.575713,100.767375 - time13/09/2015 19:41:59
013950009320004 - 13.575416,100.767380 - time13/09/2015 19:42:00
013950009312506 - 13.575650,100.767628 - time13/09/2015 19:42:02
013950009314809 - 13.575696,100.767326 - time13/09/2015 19:42:03
013950009320152 - 13.575761,100.767065 - time13/09/2015 19:42:04
013950009313595 - 13.717560,100.584456 - time13/09/2015 19:42:04
013950009319790 - 13.575748,100.767278 - time13/09/2015 19:42:04
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:42:05
013950009319543 - 13.575718,100.767488 - time13/09/2015 19:42:08
013950009319972 - 13.575785,100.767138 - time13/09/2015 19:42:13
013950009324832 - 13.695561,100.699665 - time13/09/2015 19:42:14
013950009320426 - 13.575721,100.767220 - time13/09/2015 19:42:14
013950009323768 - 13.575776,100.767060 - time13/09/2015 19:42:15
013950009319451 - 13.575623,100.767031 - time13/09/2015 19:42:16
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:42:17
013950009320285 - 13.575508,100.766991 - time13/09/2015 19:42:18
013950009324535 - 13.575480,100.767325 - time13/09/2015 19:42:19
013950009329336 - 13.733386,100.573111 - time13/09/2015 19:42:20
013950009320509 - 13.575805,100.767301 - time13/09/2015 19:42:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:42:20
013950009309742 - 13.575768,100.767268 - time13/09/2015 19:42:21
013950009310849 - 13.575526,100.766930 - time13/09/2015 19:42:25
013950009315384 - 13.575711,100.767375 - time13/09/2015 19:42:29
013950009320004 - 13.575393,100.767411 - time13/09/2015 19:42:30
013950009312506 - 13.575630,100.767701 - time13/09/2015 19:42:32
013950009314809 - 13.575703,100.767335 - time13/09/2015 19:42:33
013950009320152 - 13.575755,100.767051 - time13/09/2015 19:42:34
013950009313595 - 13.717545,100.584468 - time13/09/2015 19:42:34
013950009319790 - 13.575770,100.767296 - time13/09/2015 19:42:34
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:42:35
013950009319543 - 13.575770,100.767431 - time13/09/2015 19:42:38
013950009319972 - 13.575780,100.767135 - time13/09/2015 19:42:43
013950009324832 - 13.688398,100.699583 - time13/09/2015 19:42:44
013950009320426 - 13.575755,100.767226 - time13/09/2015 19:42:44
013950009323768 - 13.575785,100.767071 - time13/09/2015 19:42:45
013950009319451 - 13.575653,100.767028 - time13/09/2015 19:42:46
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:42:47
013950009320285 - 13.575516,100.766936 - time13/09/2015 19:42:48
013950009324535 - 13.575653,100.767285 - time13/09/2015 19:42:49
013950009329336 - 13.733376,100.573115 - time13/09/2015 19:42:50
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:42:50
013950009320509 - 13.575811,100.767313 - time13/09/2015 19:42:51
013950009309742 - 13.575770,100.767285 - time13/09/2015 19:42:51
013950009310849 - 13.575511,100.766935 - time13/09/2015 19:42:55
013950009315384 - 13.575706,100.767371 - time13/09/2015 19:42:59
013950009320004 - 13.575600,100.767416 - time13/09/2015 19:43:00
013950009312506 - 13.575585,100.767733 - time13/09/2015 19:43:02
013950009314809 - 13.575700,100.767340 - time13/09/2015 19:43:03
013950009320152 - 13.575770,100.767055 - time13/09/2015 19:43:04
013950009313595 - 13.717528,100.584473 - time13/09/2015 19:43:04
013950009319790 - 13.575775,100.767306 - time13/09/2015 19:43:04
013950004395373 - 13.575710,100.767323 - time13/09/2015 19:43:05
013950009319543 - 13.575718,100.767391 - time13/09/2015 19:43:08
013950009319972 - 13.575783,100.767135 - time13/09/2015 19:43:13
013950009324832 - 13.681263,100.699485 - time13/09/2015 19:43:14
013950009323768 - 13.575776,100.767085 - time13/09/2015 19:43:15
013950009320426 - 13.575748,100.767185 - time13/09/2015 19:43:14
013950009319451 - 13.575653,100.767038 - time13/09/2015 19:43:16
013950009320285 - 13.575541,100.766886 - time13/09/2015 19:43:18
013777002492740 - 13.575765,100.767108 - time13/09/2015 19:43:17
013950009324535 - 13.575695,100.767301 - time13/09/2015 19:43:19
013950009329336 - 13.733295,100.573160 - time13/09/2015 19:43:20
013950009320509 - 13.575773,100.767300 - time13/09/2015 19:43:21
013950009309742 - 13.575760,100.767290 - time13/09/2015 19:43:21
013777008958603 - 13.575645,100.767023 - time13/09/2015 19:43:20
013950009310849 - 13.575515,100.766921 - time13/09/2015 19:43:25
013950009315384 - 13.575711,100.767378 - time13/09/2015 19:43:29
013950009320004 - 13.575740,100.767395 - time13/09/2015 19:43:30
013950009312506 - 13.575621,100.767693 - time13/09/2015 19:43:32
013950009314809 - 13.575708,100.767340 - time13/09/2015 19:43:33
013950009320152 - 13.575781,100.767060 - time13/09/2015 19:43:33
013950009319790 - 13.575776,100.767313 - time13/09/2015 19:43:34
