GPSTrack
013950009309742 - 0.000000,0.000000 - time01/01/2000 7:03:39
013950009329336 - 13.834970,100.514250 - time11/09/2015 10:33:41
013950009314809 - 13.834900,100.514261 - time11/09/2015 10:33:41
013950009319147 - 13.835033,100.514210 - time11/09/2015 10:33:43
013950009320426 - 13.835000,100.514176 - time11/09/2015 10:33:45
013950009320285 - 13.834986,100.514163 - time11/09/2015 10:33:48
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:33:49
013950009328270 - 13.834963,100.514253 - time11/09/2015 10:33:52
013950009324477 - 13.834948,100.514183 - time11/09/2015 10:33:59
013950009309213 - 13.834913,100.514295 - time11/09/2015 10:34:00
013950009319451 - 13.834931,100.514235 - time11/09/2015 10:34:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:12:09
013950009314809 - 13.834916,100.514246 - time11/09/2015 10:34:11
013950009329336 - 13.834978,100.514245 - time11/09/2015 10:34:11
013950009319147 - 13.835101,100.514163 - time11/09/2015 10:34:13
013950009320426 - 13.835010,100.514175 - time11/09/2015 10:34:15
013950009320285 - 13.834998,100.514148 - time11/09/2015 10:34:18
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:34:19
013950009328270 - 13.834970,100.514240 - time11/09/2015 10:34:21
013950009324477 - 13.834928,100.514155 - time11/09/2015 10:34:29
013950009309213 - 13.834938,100.514268 - time11/09/2015 10:34:30
013950009319451 - 13.834916,100.514238 - time11/09/2015 10:34:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:12:39
013950009314809 - 13.834995,100.514210 - time11/09/2015 10:34:41
013950009329336 - 13.834998,100.514221 - time11/09/2015 10:34:41
013950009319147 - 13.835005,100.514213 - time11/09/2015 10:34:43
013950009320426 - 13.835015,100.514183 - time11/09/2015 10:34:45
013950009320285 - 13.835006,100.514131 - time11/09/2015 10:34:48
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:34:50
013950009328270 - 13.834975,100.514235 - time11/09/2015 10:34:51
013950009324477 - 13.834920,100.514156 - time11/09/2015 10:34:59
013950009309213 - 13.834951,100.514241 - time11/09/2015 10:35:00
013950009319451 - 13.834920,100.514231 - time11/09/2015 10:35:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:13:09
013950009314809 - 13.834998,100.514213 - time11/09/2015 10:35:11
013950009329336 - 13.835005,100.514201 - time11/09/2015 10:35:11
013950009319147 - 13.834943,100.514235 - time11/09/2015 10:35:13
013950009320426 - 13.834993,100.514200 - time11/09/2015 10:35:14
013950009320285 - 13.835008,100.514113 - time11/09/2015 10:35:18
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:35:20
013950009328270 - 13.834983,100.514240 - time11/09/2015 10:35:21
013950009324477 - 13.834923,100.514185 - time11/09/2015 10:35:29
013950009309213 - 13.834963,100.514230 - time11/09/2015 10:35:30
013950009319451 - 13.834941,100.514220 - time11/09/2015 10:35:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:13:39
013950009314809 - 13.835000,100.514220 - time11/09/2015 10:35:41
013950009329336 - 13.834998,100.514203 - time11/09/2015 10:35:41
013950009319147 - 13.834930,100.514238 - time11/09/2015 10:35:43
013950009320426 - 13.834976,100.514206 - time11/09/2015 10:35:44
013950009320285 - 13.834978,100.514140 - time11/09/2015 10:35:48
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:35:50
013950009328270 - 13.834981,100.514233 - time11/09/2015 10:35:51
013950009324477 - 13.834910,100.514195 - time11/09/2015 10:35:59
013950009309213 - 13.834983,100.514223 - time11/09/2015 10:36:00
013950009319451 - 13.834951,100.514215 - time11/09/2015 10:36:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:14:09
013950009314809 - 13.834986,100.514236 - time11/09/2015 10:36:11
013950009329336 - 13.835013,100.514190 - time11/09/2015 10:36:11
013950009319147 - 13.835006,100.514183 - time11/09/2015 10:36:13
013950009320426 - 13.834970,100.514213 - time11/09/2015 10:36:14
013950009320285 - 13.834948,100.514156 - time11/09/2015 10:36:18
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:36:20
013950009328270 - 13.834991,100.514228 - time11/09/2015 10:36:21
013950009324477 - 13.834905,100.514183 - time11/09/2015 10:36:29
013950009309213 - 13.835000,100.514223 - time11/09/2015 10:36:30
013950009319451 - 13.834961,100.514221 - time11/09/2015 10:36:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:14:39
013950009314809 - 13.834986,100.514238 - time11/09/2015 10:36:41
013950009329336 - 13.835038,100.514196 - time11/09/2015 10:36:41
013950009319147 - 13.835056,100.514151 - time11/09/2015 10:36:43
013950009320426 - 13.834983,100.514211 - time11/09/2015 10:36:44
013950009320285 - 13.834960,100.514150 - time11/09/2015 10:36:48
013950009328270 - 13.834995,100.514231 - time11/09/2015 10:36:51
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:36:50
013950009324477 - 13.834906,100.514191 - time11/09/2015 10:36:59
013950009309213 - 13.834980,100.514243 - time11/09/2015 10:37:00
013950009319451 - 13.834968,100.514223 - time11/09/2015 10:37:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:15:09
013950009329336 - 13.835053,100.514190 - time11/09/2015 10:37:11
013950009314809 - 13.834991,100.514226 - time11/09/2015 10:37:11
013950009319147 - 13.835036,100.514155 - time11/09/2015 10:37:13
013950009320426 - 13.834993,100.514205 - time11/09/2015 10:37:14
013950009320285 - 13.834940,100.514168 - time11/09/2015 10:37:18
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:37:20
013950009328270 - 13.834988,100.514236 - time11/09/2015 10:37:21
013950009324477 - 13.834923,100.514205 - time11/09/2015 10:37:29
013950009309213 - 13.834973,100.514245 - time11/09/2015 10:37:30
013950009319451 - 13.834968,100.514225 - time11/09/2015 10:37:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:15:39
013950009314809 - 13.834978,100.514226 - time11/09/2015 10:37:41
013950009329336 - 13.835025,100.514200 - time11/09/2015 10:37:41
013950009319147 - 13.835055,100.514140 - time11/09/2015 10:37:43
013950009320426 - 13.834988,100.514213 - time11/09/2015 10:37:44
013950009320285 - 13.834966,100.514188 - time11/09/2015 10:37:48
013950009328270 - 13.834976,100.514226 - time11/09/2015 10:37:51
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:37:51
013950009324477 - 13.834928,100.514218 - time11/09/2015 10:37:59
013950009309213 - 13.834958,100.514261 - time11/09/2015 10:37:59
013950009319451 - 13.834971,100.514228 - time11/09/2015 10:38:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:16:09
013950009314809 - 13.834933,100.514223 - time11/09/2015 10:38:11
013950009329336 - 13.834978,100.514196 - time11/09/2015 10:38:11
013950009319147 - 13.835060,100.514140 - time11/09/2015 10:38:13
013950009320426 - 13.834976,100.514223 - time11/09/2015 10:38:14
013950009320285 - 13.834960,100.514223 - time11/09/2015 10:38:18
013950009328270 - 13.834966,100.514223 - time11/09/2015 10:38:21
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:38:21
013950009324477 - 13.834930,100.514226 - time11/09/2015 10:38:29
013950009309213 - 13.834951,100.514273 - time11/09/2015 10:38:29
013950009319451 - 13.834958,100.514236 - time11/09/2015 10:38:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:16:39
013950009314809 - 13.834923,100.514218 - time11/09/2015 10:38:40
013950009329336 - 13.834960,100.514178 - time11/09/2015 10:38:41
013950009319147 - 13.835028,100.514155 - time11/09/2015 10:38:43
013950009320426 - 13.834965,100.514235 - time11/09/2015 10:38:44
013950009320285 - 13.834958,100.514231 - time11/09/2015 10:38:48
013950009328270 - 13.834975,100.514215 - time11/09/2015 10:38:51
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:38:51
013950009324477 - 13.834931,100.514233 - time11/09/2015 10:38:59
013950009309213 - 13.834943,100.514273 - time11/09/2015 10:38:59
013950009319451 - 13.834970,100.514206 - time11/09/2015 10:39:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:17:08
013950009329336 - 13.834953,100.514173 - time11/09/2015 10:39:11
013950009314809 - 13.834945,100.514215 - time11/09/2015 10:39:10
013950009319147 - 13.834916,100.514198 - time11/09/2015 10:39:13
013950009320426 - 13.834951,100.514235 - time11/09/2015 10:39:14
013950009320285 - 13.834975,100.514216 - time11/09/2015 10:39:18
013950009328270 - 13.834966,100.514215 - time11/09/2015 10:39:21
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:39:21
013950009309213 - 13.834938,100.514285 - time11/09/2015 10:39:29
013950009324477 - 13.834938,100.514231 - time11/09/2015 10:39:29
013950009319451 - 13.834975,100.514191 - time11/09/2015 10:39:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:17:38
013950009314809 - 13.834960,100.514230 - time11/09/2015 10:39:40
013950009329336 - 13.834970,100.514193 - time11/09/2015 10:39:41
013950009319147 - 13.834926,100.514195 - time11/09/2015 10:39:43
013950009320426 - 13.834945,100.514233 - time11/09/2015 10:39:44
013950009320285 - 13.834941,100.514228 - time11/09/2015 10:39:48
013950009328270 - 13.834975,100.514221 - time11/09/2015 10:39:50
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:39:51
013950009324477 - 13.834941,100.514225 - time11/09/2015 10:39:59
013950009309213 - 13.834938,100.514288 - time11/09/2015 10:39:59
013950009319451 - 13.834968,100.514188 - time11/09/2015 10:40:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:18:08
013950009314809 - 13.834978,100.514231 - time11/09/2015 10:40:10
013950009329336 - 13.834945,100.514210 - time11/09/2015 10:40:11
013950009319147 - 13.834948,100.514168 - time11/09/2015 10:40:13
013950009320426 - 13.834925,100.514230 - time11/09/2015 10:40:14
013950009320285 - 13.834921,100.514246 - time11/09/2015 10:40:18
013950009328270 - 13.834980,100.514221 - time11/09/2015 10:40:20
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:40:21
013950009324477 - 13.834938,100.514225 - time11/09/2015 10:40:29
013950009309213 - 13.834931,100.514281 - time11/09/2015 10:40:29
013950009319451 - 13.834960,100.514188 - time11/09/2015 10:40:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:18:38
013950009314809 - 13.834966,100.514233 - time11/09/2015 10:40:40
013950009329336 - 13.834921,100.514220 - time11/09/2015 10:40:41
013950009319147 - 13.834976,100.514133 - time11/09/2015 10:40:43
013950009320426 - 13.834916,100.514230 - time11/09/2015 10:40:44
013950009320285 - 13.834933,100.514251 - time11/09/2015 10:40:48
013950009328270 - 13.834955,100.514223 - time11/09/2015 10:40:50
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:40:52
013950009324477 - 13.834940,100.514216 - time11/09/2015 10:40:58
013950009309213 - 13.834911,100.514295 - time11/09/2015 10:40:59
013950009319451 - 13.834965,100.514186 - time11/09/2015 10:41:02
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:19:08
013950009329336 - 13.834940,100.514206 - time11/09/2015 10:41:11
013950009314809 - 13.834963,100.514236 - time11/09/2015 10:41:10
013950009319147 - 13.834991,100.514128 - time11/09/2015 10:41:13
013950009320426 - 13.834933,100.514230 - time11/09/2015 10:41:14
013950009320285 - 13.834948,100.514255 - time11/09/2015 10:41:18
013950009328270 - 13.834940,100.514226 - time11/09/2015 10:41:20
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:41:22
013950009324477 - 13.834938,100.514206 - time11/09/2015 10:41:28
013950009309213 - 13.834900,100.514300 - time11/09/2015 10:41:29
013950009319451 - 13.834951,100.514191 - time11/09/2015 10:41:32
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:19:38
013950009314809 - 13.834943,100.514233 - time11/09/2015 10:41:40
013950009329336 - 13.834951,100.514205 - time11/09/2015 10:41:41
013950009319147 - 13.834973,100.514145 - time11/09/2015 10:41:43
013950009320426 - 13.834938,100.514233 - time11/09/2015 10:41:44
013950009320285 - 13.834946,100.514270 - time11/09/2015 10:41:48
013950009328270 - 13.834938,100.514221 - time11/09/2015 10:41:50
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:41:52
013950009324477 - 13.834926,100.514211 - time11/09/2015 10:41:58
013950009309213 - 13.834905,100.514298 - time11/09/2015 10:41:59
013950009319451 - 13.834956,100.514190 - time11/09/2015 10:42:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:20:08
013950009314809 - 13.834935,100.514235 - time11/09/2015 10:42:10
013950009329336 - 13.834970,100.514195 - time11/09/2015 10:42:11
013950009319147 - 13.834928,100.514171 - time11/09/2015 10:42:13
013950009320426 - 13.834931,100.514253 - time11/09/2015 10:42:14
013950009320285 - 13.834948,100.514273 - time11/09/2015 10:42:18
013950009328270 - 13.834938,100.514225 - time11/09/2015 10:42:20
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:42:22
013950009324477 - 13.834931,100.514211 - time11/09/2015 10:42:28
013950009309213 - 13.834913,100.514305 - time11/09/2015 10:42:28
013950009319451 - 13.834966,100.514190 - time11/09/2015 10:42:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:20:38
013950009314809 - 13.834943,100.514230 - time11/09/2015 10:42:40
013950009329336 - 13.835010,100.514180 - time11/09/2015 10:42:41
013950009319147 - 13.834906,100.514183 - time11/09/2015 10:42:42
013950009320426 - 13.834930,100.514261 - time11/09/2015 10:42:44
013950009320285 - 13.834961,100.514260 - time11/09/2015 10:42:48
013950009328270 - 13.834948,100.514211 - time11/09/2015 10:42:50
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:42:52
013950009324477 - 13.834930,100.514210 - time11/09/2015 10:42:58
013950009309213 - 13.834928,100.514290 - time11/09/2015 10:42:58
013950009319451 - 13.834975,100.514200 - time11/09/2015 10:43:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:21:08
013950009314809 - 13.834938,100.514231 - time11/09/2015 10:43:10
013950009329336 - 13.835038,100.514171 - time11/09/2015 10:43:11
013950009319147 - 13.834901,100.514181 - time11/09/2015 10:43:12
013950009320426 - 13.834921,100.514268 - time11/09/2015 10:43:14
013950009320285 - 13.834965,100.514248 - time11/09/2015 10:43:18
013950009328270 - 13.834943,100.514200 - time11/09/2015 10:43:20
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:43:22
013950009324477 - 13.834928,100.514200 - time11/09/2015 10:43:28
013950009309213 - 13.834923,100.514298 - time11/09/2015 10:43:28
013950009319451 - 13.834958,100.514206 - time11/09/2015 10:43:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:21:38
013950009314809 - 13.834911,100.514238 - time11/09/2015 10:43:40
013950009329336 - 13.834998,100.514181 - time11/09/2015 10:43:41
013950009319147 - 13.834918,100.514188 - time11/09/2015 10:43:42
013950009320426 - 13.834921,100.514255 - time11/09/2015 10:43:44
013950009320285 - 13.834958,100.514240 - time11/09/2015 10:43:48
013950009328270 - 13.834948,100.514201 - time11/09/2015 10:43:50
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:43:53
013950009309213 - 13.834918,100.514315 - time11/09/2015 10:43:58
013950009324477 - 13.834923,100.514206 - time11/09/2015 10:43:58
013950009319451 - 13.834951,100.514231 - time11/09/2015 10:44:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:22:08
013950009314809 - 13.834925,100.514233 - time11/09/2015 10:44:10
013950009329336 - 13.834953,100.514205 - time11/09/2015 10:44:11
013950009319147 - 13.834948,100.514210 - time11/09/2015 10:44:12
013950009320426 - 13.834931,100.514281 - time11/09/2015 10:44:14
013950009320285 - 13.834961,100.514283 - time11/09/2015 10:44:18
013950009328270 - 13.834950,100.514225 - time11/09/2015 10:44:20
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:44:23
013950009324477 - 13.834923,100.514213 - time11/09/2015 10:44:28
013950009309213 - 13.834930,100.514315 - time11/09/2015 10:44:28
013950009319451 - 13.834951,100.514245 - time11/09/2015 10:44:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:22:38
013950009314809 - 13.834926,100.514225 - time11/09/2015 10:44:40
013950009329336 - 13.834910,100.514195 - time11/09/2015 10:44:41
013950009319147 - 13.834953,100.514225 - time11/09/2015 10:44:42
013950009320426 - 13.834956,100.514280 - time11/09/2015 10:44:44
013950009320285 - 13.834968,100.514288 - time11/09/2015 10:44:47
013950009328270 - 13.834950,100.514240 - time11/09/2015 10:44:50
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:44:53
013950009309213 - 13.834928,100.514305 - time11/09/2015 10:44:58
013950009324477 - 13.834936,100.514215 - time11/09/2015 10:44:58
013950009319451 - 13.834945,100.514238 - time11/09/2015 10:45:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:23:08
013950009314809 - 13.834923,100.514228 - time11/09/2015 10:45:10
013950009329336 - 13.834896,100.514208 - time11/09/2015 10:45:11
013950009319147 - 13.834971,100.514225 - time11/09/2015 10:45:12
013950009320426 - 13.834966,100.514283 - time11/09/2015 10:45:14
013950009320285 - 13.834961,100.514296 - time11/09/2015 10:45:17
013950009328270 - 13.834946,100.514240 - time11/09/2015 10:45:19
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:45:23
013950009309213 - 13.834925,100.514295 - time11/09/2015 10:45:28
013950009324477 - 13.834973,100.514231 - time11/09/2015 10:45:28
013950009319451 - 13.834961,100.514240 - time11/09/2015 10:45:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:23:38
013950009314809 - 13.834926,100.514231 - time11/09/2015 10:45:40
013950009329336 - 13.834863,100.514226 - time11/09/2015 10:45:41
013950009319147 - 13.835000,100.514221 - time11/09/2015 10:45:42
013950009320426 - 13.834960,100.514283 - time11/09/2015 10:45:44
013950009320285 - 13.834946,100.514296 - time11/09/2015 10:45:47
013950009328270 - 13.834941,100.514245 - time11/09/2015 10:45:49
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:23:54
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:45:53
013950009309213 - 13.834936,100.514298 - time11/09/2015 10:45:58
013950009324477 - 13.834986,100.514228 - time11/09/2015 10:45:58
013950009319451 - 13.834941,100.514245 - time11/09/2015 10:46:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:24:08
013950009314809 - 13.834935,100.514220 - time11/09/2015 10:46:10
013950009329336 - 13.834891,100.514253 - time11/09/2015 10:46:11
013950009319147 - 13.835008,100.514226 - time11/09/2015 10:46:12
013950009320426 - 13.834976,100.514256 - time11/09/2015 10:46:14
013950009320285 - 13.834956,100.514218 - time11/09/2015 10:46:17
013950009328270 - 13.834961,100.514251 - time11/09/2015 10:46:19
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:46:23
013950009309213 - 13.834956,100.514300 - time11/09/2015 10:46:27
013950009324477 - 13.834995,100.514218 - time11/09/2015 10:46:28
013950009319451 - 13.834923,100.514256 - time11/09/2015 10:46:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:24:38
013950009314809 - 13.834946,100.514206 - time11/09/2015 10:46:40
013950009329336 - 13.834875,100.514266 - time11/09/2015 10:46:41
013950009319147 - 13.834995,100.514246 - time11/09/2015 10:46:42
013950009320426 - 13.834970,100.514250 - time11/09/2015 10:46:44
013950009320285 - 13.834946,100.514208 - time11/09/2015 10:46:47
013950009328270 - 13.834968,100.514265 - time11/09/2015 10:46:49
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:46:54
013950009309213 - 13.834950,100.514291 - time11/09/2015 10:46:57
013950009324477 - 13.834993,100.514203 - time11/09/2015 10:46:58
013950009319451 - 13.834908,100.514261 - time11/09/2015 10:47:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:25:08
013950009314809 - 13.834960,100.514206 - time11/09/2015 10:47:10
013950009329336 - 13.834901,100.514251 - time11/09/2015 10:47:11
013950009319147 - 13.834968,100.514250 - time11/09/2015 10:47:12
013950009320426 - 13.834948,100.514253 - time11/09/2015 10:47:14
013950009320285 - 13.834906,100.514215 - time11/09/2015 10:47:17
013950009328270 - 13.834953,100.514276 - time11/09/2015 10:47:19
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:47:24
013950009309213 - 13.834956,100.514263 - time11/09/2015 10:47:27
013950009324477 - 13.834986,100.514188 - time11/09/2015 10:47:28
013950009319451 - 13.834918,100.514248 - time11/09/2015 10:47:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:25:38
013950009314809 - 13.834926,100.514238 - time11/09/2015 10:47:40
013950009329336 - 13.834966,100.514225 - time11/09/2015 10:47:41
013950009319147 - 13.834955,100.514255 - time11/09/2015 10:47:42
013950009320426 - 13.834930,100.514261 - time11/09/2015 10:47:44
013950009320285 - 13.834916,100.514203 - time11/09/2015 10:47:47
013950009328270 - 13.834930,100.514285 - time11/09/2015 10:47:49
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:47:54
013950009309213 - 13.834968,100.514245 - time11/09/2015 10:47:57
013950009324477 - 13.835000,100.514170 - time11/09/2015 10:47:57
013950009319451 - 13.834930,100.514246 - time11/09/2015 10:48:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:26:03
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:26:08
013950009314809 - 13.834926,100.514241 - time11/09/2015 10:48:10
013950009329336 - 13.834981,100.514216 - time11/09/2015 10:48:11
013950009319147 - 13.834961,100.514251 - time11/09/2015 10:48:12
013950009320426 - 13.834935,100.514258 - time11/09/2015 10:48:14
013950009320285 - 13.834896,100.514221 - time11/09/2015 10:48:17
013950009328270 - 13.834935,100.514283 - time11/09/2015 10:48:19
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:48:24
013950009309213 - 13.834970,100.514255 - time11/09/2015 10:48:27
013950009324477 - 13.834996,100.514171 - time11/09/2015 10:48:27
013950009319451 - 13.834938,100.514250 - time11/09/2015 10:48:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:26:38
013950009314809 - 13.834935,100.514241 - time11/09/2015 10:48:40
013950009329336 - 13.834963,100.514205 - time11/09/2015 10:48:41
013950009319147 - 13.834978,100.514248 - time11/09/2015 10:48:42
013950009320426 - 13.834955,100.514241 - time11/09/2015 10:48:44
013950009320285 - 13.834891,100.514210 - time11/09/2015 10:48:47
013950009328270 - 13.834950,100.514283 - time11/09/2015 10:48:49
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:48:54
013950009309213 - 13.834960,100.514265 - time11/09/2015 10:48:57
013950009324477 - 13.835015,100.514158 - time11/09/2015 10:48:57
013950009319451 - 13.834936,100.514248 - time11/09/2015 10:49:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:27:08
013950009314809 - 13.834946,100.514226 - time11/09/2015 10:49:10
013950009329336 - 13.834970,100.514195 - time11/09/2015 10:49:11
013950009319147 - 13.834953,100.514271 - time11/09/2015 10:49:12
013950009320426 - 13.834933,100.514251 - time11/09/2015 10:49:14
013950009320285 - 13.834915,100.514210 - time11/09/2015 10:49:17
013950009328270 - 13.834955,100.514293 - time11/09/2015 10:49:19
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:49:24
013950009309213 - 13.834946,100.514270 - time11/09/2015 10:49:27
013950009324477 - 13.835005,100.514153 - time11/09/2015 10:49:27
013950009319451 - 13.834928,100.514246 - time11/09/2015 10:49:31
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:27:37
013950009314809 - 13.834953,100.514220 - time11/09/2015 10:49:40
013950009329336 - 13.834975,100.514198 - time11/09/2015 10:49:41
013950009319147 - 13.834958,100.514276 - time11/09/2015 10:49:42
013950009320426 - 13.834938,100.514250 - time11/09/2015 10:49:43
013950009320285 - 13.834945,100.514201 - time11/09/2015 10:49:47
013950009328270 - 13.834963,100.514295 - time11/09/2015 10:49:49
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:49:55
013950009309213 - 13.834958,100.514273 - time11/09/2015 10:49:57
013950009324477 - 13.834983,100.514170 - time11/09/2015 10:49:57
013950009319451 - 13.834940,100.514240 - time11/09/2015 10:50:01
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:28:07
013950009314809 - 13.834940,100.514228 - time11/09/2015 10:50:10
013950009329336 - 13.834961,100.514208 - time11/09/2015 10:50:11
013950009319147 - 13.834956,100.514275 - time11/09/2015 10:50:12
013950009320426 - 13.834961,100.514235 - time11/09/2015 10:50:13
013950009320285 - 13.834976,100.514208 - time11/09/2015 10:50:17
013950009328270 - 13.834953,100.514298 - time11/09/2015 10:50:19
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:50:25
013950009309213 - 13.834970,100.514285 - time11/09/2015 10:50:27
013950009324477 - 13.834960,100.514191 - time11/09/2015 10:50:27
013950009319451 - 13.834956,100.514223 - time11/09/2015 10:50:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:28:37
013950009314809 - 13.834940,100.514223 - time11/09/2015 10:50:40
013950009329336 - 13.834978,100.514208 - time11/09/2015 10:50:41
013950009319147 - 13.834953,100.514265 - time11/09/2015 10:50:42
013950009320426 - 13.834968,100.514235 - time11/09/2015 10:50:43
013950009320285 - 13.834958,100.514223 - time11/09/2015 10:50:47
013950009328270 - 13.834955,100.514291 - time11/09/2015 10:50:49
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:50:55
013950009309213 - 13.834941,100.514318 - time11/09/2015 10:50:56
013950009324477 - 13.834930,100.514206 - time11/09/2015 10:50:57
013950009319451 - 13.834965,100.514215 - time11/09/2015 10:51:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:29:07
013950009314809 - 13.834946,100.514213 - time11/09/2015 10:51:10
013950009329336 - 13.835005,100.514200 - time11/09/2015 10:51:11
013950009319147 - 13.834923,100.514271 - time11/09/2015 10:51:12
013950009320426 - 13.834946,100.514248 - time11/09/2015 10:51:13
013950009320285 - 13.834933,100.514225 - time11/09/2015 10:51:17
013950009328270 - 13.834945,100.514295 - time11/09/2015 10:51:18
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:51:25
013950009309213 - 13.834946,100.514326 - time11/09/2015 10:51:26
013950009324477 - 13.834921,100.514218 - time11/09/2015 10:51:27
013950009319451 - 13.834960,100.514221 - time11/09/2015 10:51:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:29:37
013950009314809 - 13.834933,100.514203 - time11/09/2015 10:51:40
013950009329336 - 13.834986,100.514208 - time11/09/2015 10:51:41
013950009319147 - 13.834926,100.514266 - time11/09/2015 10:51:42
013950009320426 - 13.834933,100.514251 - time11/09/2015 10:51:43
013950009320285 - 13.834930,100.514220 - time11/09/2015 10:51:47
013950009328270 - 13.834940,100.514293 - time11/09/2015 10:51:48
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:51:55
013950009309213 - 13.834946,100.514325 - time11/09/2015 10:51:56
013950009324477 - 13.834946,100.514213 - time11/09/2015 10:51:57
013950009319451 - 13.834951,100.514245 - time11/09/2015 10:52:00
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:30:07
013950009314809 - 13.834931,100.514198 - time11/09/2015 10:52:10
013950009329336 - 13.834973,100.514215 - time11/09/2015 10:52:11
013950009319147 - 13.834935,100.514271 - time11/09/2015 10:52:11
013950009320426 - 13.834931,100.514251 - time11/09/2015 10:52:13
013950009320285 - 13.834973,100.514193 - time11/09/2015 10:52:17
013950009328270 - 13.834925,100.514280 - time11/09/2015 10:52:18
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:52:25
013950009309213 - 13.834951,100.514308 - time11/09/2015 10:52:26
013950009324477 - 13.834958,100.514210 - time11/09/2015 10:52:27
013950009319451 - 13.834960,100.514243 - time11/09/2015 10:52:30
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:30:37
013950009314809 - 13.834940,100.514193 - time11/09/2015 10:52:40
013950009329336 - 13.835015,100.514195 - time11/09/2015 10:52:41
013950009319147 - 13.834948,100.514266 - time11/09/2015 10:52:41
