"ADMITYEAR";"STUDENTID";"STUDENTSTATUS";"STUDENTSTATUSNAME";"PROVINCEID";"PROVINCENAME";"BIRTHDATE";"SCHOOLGPA"
2557;447206;10;"Normal";30;"NAKHON RATCHASIMA";20/9/1995 0:00:00;2.8
2557;447207;10;"Normal";71;"KANCHANABURI";2/11/1994 0:00:00;2.76
2557;447208;90;"Not Registration for New Students";;;;
2557;447209;10;"Normal";30;"NAKHON RATCHASIMA";20/10/1995 0:00:00;3.52
2557;447210;90;"Not Registration for New Students";;;;
2557;447211;10;"Normal";1;"BANGKOK";2/10/1994 0:00:00;2.7
2557;447212;10;"Normal";40;"KHON KAEN";22/3/1996 0:00:00;2.46
2557;447213;10;"Normal";12;"PATHUM THANI";1/5/1996 0:00:00;2.3
2557;447214;10;"Normal";1;"BANGKOK";28/12/1993 0:00:00;2.63
2557;447215;10;"Normal";54;"PHRAE";6/1/1991 0:00:00;2.46
2557;447216;10;"Normal";1;"BANGKOK";3/10/1995 0:00:00;3.05
2557;447217;90;"Not Registration for New Students";;;;
2557;447218;10;"Normal";60;"NAKHON SAWAN";20/11/1994 0:00:00;2.45
2557;447219;10;"Normal";32;"SURIN";21/11/1996 0:00:00;3.13
2557;447220;10;"Normal";50;"CHIANG MAI";2/5/1995 0:00:00;2.85
2557;447221;10;"Normal";72;"SUPHAN BURI";20/3/1996 0:00:00;2.77
2557;447222;10;"Normal";1;"BANGKOK";26/11/1995 0:00:00;3.02
2557;447223;10;"Normal";21;"RAYONG";8/9/1994 0:00:00;2.8
2557;447224;10;"Normal";1;"BANGKOK";8/10/1994 0:00:00;2.79
2557;447225;10;"Normal";84;"SURAT THANI";14/8/1995 0:00:00;2.21
2557;447226;10;"Normal";42;"LOEI";2/7/1995 0:00:00;2.32
2557;447227;10;"Normal";11;"NONTHABURI";18/6/1995 0:00:00;2.19
2557;447228;90;"Not Registration for New Students";;;;
2557;447229;10;"Normal";1;"BANGKOK";1/5/1996 0:00:00;2.21
2557;447230;10;"Normal";1;"BANGKOK";18/1/1996 0:00:00;2.19
2557;447231;10;"Normal";16;"SING BURI";5/7/1992 0:00:00;2.37
2557;447232;10;"Normal";1;"BANGKOK";18/4/1996 0:00:00;2.84
2557;447233;10;"Normal";61;"UTHAI THANI";4/9/1995 0:00:00;2.89
2557;447234;10;"Normal";74;"SAMUT SAKHON";2/5/1996 0:00:00;2.89
2557;447235;90;"Not Registration for New Students";;;;
2557;447236;10;"Normal";12;"PATHUM THANI";9/6/1994 0:00:00;2.83
2557;447237;10;"Normal";12;"PATHUM THANI";21/10/1994 0:00:00;3.45
2557;447238;10;"Normal";20;"CHON BURI";16/8/1995 0:00:00;3.22
2557;447239;10;"Normal";99;"N/A";4/10/1994 0:00:00;3.18
2557;447240;10;"Normal";48;"NAKHON PHANOM";22/7/1995 0:00:00;3.75
2557;447241;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";23/9/1990 0:00:00;2.6
2557;447242;10;"Normal";34;"UBON RATCHATHANI";31/10/1995 0:00:00;2.93
2557;447243;10;"Normal";84;"SURAT THANI";5/3/1993 0:00:00;2.08
